idFrameElement,frameName,name,coreType,description
2666,Food,Constituent_parts,cty_peripheral,A part of the #Food.
8691,Food_gathering,Gatherer,cty_core,The #Gatherer is the agent gathering the #Crop.
8692,Food_gathering,Crop,cty_core,It is item being collected together by the #Gatherer.
8701,Food_gathering,Source,cty_core,The #Source is the ground where the #Crop is gathered from. 
8693,Food_gathering,Duration,cty_peripheral,For what length of time the #Gatherer was gathering the #Crop.
8694,Food_gathering,Manner,cty_peripheral,The #Manner in which the #Gatherer gathers the #Crop.
8695,Food_gathering,Means,cty_peripheral,It identifies the #Means by which the #Crop is gathered.
8696,Food_gathering,Place,cty_peripheral,The greater geographic location where the #Gatherer gathers his #Crop.
8697,Food_gathering,Time,cty_peripheral,When the #Crop gathering action occurs.
8698,Food_gathering,Purpose,cty_peripheral,An action that the #Gatherer intends to accomplish by gathering his #Crop.
8699,Food_gathering,Frequency,cty_peripheral,How often the #Gatherer collects his #Crop.
8703,Food_gathering,Degree,cty_peripheral,It describes the amount of effort put into the food gathering event.
13008,Food_service,Establishment,cty_core,Commercial establishment which offers food services to the #Eater.
13012,Food_service,Service,cty_core,Several different types of service offered to #Eater.
13009,Food_service,Eater,cty_peripheral,The person who eats or drinks something offered by a #Establishment or benefits from a #Service offered by a place.
13010,Food_service,Type,cty_peripheral,The type of #Food_service.
13011,Food_service,Location,cty_peripheral,The place where the service is offered.
6410,Foreign_or_domestic_country,Current_country,cty_core,"The country or countries that the speaker is indicating in the current instance, which may match or be distinct from the #Discourse_salient_country."
6415,Foreign_or_domestic_country,Discourse_salient_country,cty_core,"The country that has been featured in the discourse, or that the speaker/hearer identify with or are located in; it serves to identify the #Current_country by specifying it as the same or different. This FE is incorporated in the targets of this frame."
6408,Foreign_or_domestic_country,Constituent_parts,cty_peripheral,The materials or #Constituent_parts that make up the #Current_country.
6409,Foreign_or_domestic_country,Container_possessor,cty_peripheral,The location that the #Current_country is a part of.
6411,Foreign_or_domestic_country,Name,cty_peripheral,This FE is used for the Names of Locales.
6412,Foreign_or_domestic_country,Relative_location,cty_peripheral,A place that the #Current_country is located with respect to.
6413,Foreign_or_domestic_country,Descriptor,cty_peripheral,"Any description, characteristic, or property of the #Current_country which is not covered by more specific FEs."
6414,Foreign_or_domestic_country,Population,cty_peripheral,The people living in the jurisdiction of the locale.
7520,Forging,Agent,cty_core,The #Agent is the person that creates a #Forgery with the intent of passing it off as (an instance of) the #Standard.
7521,Forging,Forgery,cty_core,The #Forgery is the product that the #Agent creates with the intent of passing it off as (an instance of) the #Standard.
7527,Forging,Standard,cty_core,The #Standard is the actually existing or imagined (kind of) thing that the #Agent wants to pass the #Forgery off as.
7522,Forging,Manner,cty_peripheral,"Any description of the intentional act which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of an #Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
7523,Forging,Means,cty_peripheral,An act performed by the #Agent that accomplishes the imitation.
7524,Forging,Degree,cty_peripheral,""
7526,Forging,Purpose,cty_peripheral,An action or state that the #Agent intends to accomplish by producing the #Forgery.
7528,Forging,Instrument,cty_peripheral,An entity manipulated by the #Agent in order to produce the #Forgery.
7529,Forging,Place,cty_peripheral,The location in which the #Agent makes a #Forgery.
7530,Forging,Time,cty_peripheral,The time at which the forgery takes place.
7531,Forging,Fidelity,cty_peripheral,The way in which the #Forgery does or does not match the #Standard.
7532,Forging,Source,cty_peripheral,An entity corresponding to the #Standard which the #Agent scrutinizes in order to copy.
3822,Forgiveness,Judge,cty_core,The #Judge holds the #Evaluee responsible for the #Offense.
3823,Forgiveness,Evaluee,cty_core,The #Evaluee is subject to the judgment of the #Judge for having committed the #Offense.
3824,Forgiveness,Offense,cty_core,The #Offense is the illicit or unpleasant act committed by the #Evaluee.
5913,Forgoing,Forgoer,cty_core,The #Forgoer decides not to partake in the desirable activity or event.
5914,Forgoing,Desirable,cty_core,It identifies the event or activity in which is the #Forgoer does not partake.
5915,Forgoing,Degree,cty_peripheral,It identifies the #Degree to which the forgoing occurs.
5916,Forgoing,Manner,cty_peripheral,It identifies the #Manner the forgoing occurs.
5917,Forgoing,Means,cty_peripheral,It identifies the #Means by which the forgoing occurs.
5918,Forgoing,Place,cty_peripheral,It identifies the #Place where the forgoing occurs.
5919,Forgoing,Time,cty_peripheral,It identifies the #Time at which the the forgoing occurs.
4589,Forming_relationships,Partner_1,cty_core,The individual who comes to form a relationship with #Partner_2.
4590,Forming_relationships,Partner_2,cty_core,The individual whose relationship with #Partner_1 changes.
4591,Forming_relationships,Partners,cty_core,The individuals whose relationship is changing.
4592,Forming_relationships,Means,cty_peripheral,The action that #Partner_1 or the #Partners take in order to bring about the change in the relationship.
4593,Forming_relationships,Time,cty_peripheral,The time when the relationship changes.
4594,Forming_relationships,Manner,cty_peripheral,"Any description of the event including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of the #Partner_1 or #Partners that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
4597,Forming_relationships,Place,cty_peripheral,Where the relationship is formed.
4598,Forming_relationships,Purpose,cty_peripheral,The state-of-affairs that the #Partners or #Partner_1 hope to bring about by changing their status.
8092,Fragmentation_scenario,Whole,cty_core,The #Whole is a single entity which breaks into #Parts.
8093,Fragmentation_scenario,Parts,cty_core,This refers collectively to the #Parts resulting from fragmentation of a #Whole.
8094,Fragmentation_scenario,Part_1,cty_core,It is the first of two #Parts mentioned.
8095,Fragmentation_scenario,Part_2,cty_core,It is the second of two #Parts mentioned.
8096,Fragmentation_scenario,Criterion,cty_peripheral,It expresses a property of the #Parts or components of the #Whole which correlates with the locations (e.g.) of fragmentation on the #Whole.
8098,Fragmentation_scenario,Manner,cty_peripheral,The #Manner of performing an action.
8099,Fragmentation_scenario,Degree,cty_peripheral,The #Degree to which event occurs.
8101,Fragmentation_scenario,Time,cty_peripheral,It identifies the #Time when the fragmenting occurs.
8102,Fragmentation_scenario,Place,cty_peripheral,Where the breaking occurs.
8103,Fragmentation_scenario,Resistant_surface,cty_peripheral,The hard surface against which the #Whole (or #Part_1) breaks.
8104,Fragmentation_scenario,Means,cty_peripheral,An action or state that enables the fragmentation.
10578,Freeing_from_confinement,Agent,cty_core,"The #Agent causes the confinement or captivity of the #Theme to end, against the intentions of the captor."
10579,Freeing_from_confinement,Theme,cty_core,The #Theme is the person or object which is released by the #Agent.
10586,Freeing_from_confinement,Location_of_confinement,cty_core,The location to which the #Theme's motion was formerly inhibited.
10580,Freeing_from_confinement,Manner,cty_peripheral,"Any description of the release which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of an #Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
10581,Freeing_from_confinement,Means,cty_peripheral,The action of the #Agent which brings about the release.
10583,Freeing_from_confinement,Purpose,cty_peripheral,The #Purpose identifies the purpose for which the #Agent releases the #Theme.
10584,Freeing_from_confinement,Place,cty_peripheral,The location where the #Theme ceases to be confined.
10585,Freeing_from_confinement,Time,cty_peripheral,The #Time identifies when the #Agent frees the #Theme.
954,Frequency,Event,cty_core,It is used for any (bounded) #Event whose frequency or iteration is described.
955,Frequency,Degree,cty_core,The extent to which the actually observed rate of occurrence of the #Event or #Salient_entity differs from the expected rate.
956,Frequency,Interval,cty_core,The #Interval is a noun modified by the target word. The target word specifies the frequency of the #Interval.
957,Frequency,Time_span,cty_core,The #Time_span is the length of time of the #Interval. This FE is incorporated by most of the lexical units in this frame.
958,Frequency,Rate,cty_core,The number of times per unit of real or scanning time that an #Event or #Salient_entity is encountered.
959,Frequency,Salient_entity,cty_core,An entity which the implicit cognizer encounters with the specified frequency.
960,Frequency,Attribute,cty_core,The frequency feature of the #Event or #Salient_entity that is under discussion. All the lexical units in this frame incorporate this frame element.
961,Frequency,Time,cty_peripheral,The #Time when the #Event has a particular frequency.
962,Frequency,Group,cty_peripheral,The #Group in which the #Event or #Salient_entity is frequent.
4780,Friction,Theme,cty_core,The physical entity which moves over the surface of the #Static_object.
4781,Friction,Static_object,cty_core,A non-moving physical object over a surface of which the #Theme moves.
4782,Friction,Themes,cty_core,Two moving entities whose surfaces move against each other.
4783,Friction,Manner,cty_peripheral,The way in which the #Theme moves against the #Static_object.
